STA,LAT,LON,ELEV,CHN,DIST,BAZ,ISCPHASE,REPPHASE,DATE,TIME,RES,TDEF,AUTHOR,DATE,TIME,LATH,LONH,DEPTH,AUTHOR,TYPE,MAG,MS,8.2
PUL,59.7728,30.3222,88.5,???,50.29,326.8,S,S,15-01-1934,08:59:25,-8.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
AMO,-3.7,128.167,0,???,50.36,120.7,P,P,15-01-1934,08:52:22,-0.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
AMO,-3.7,128.167,0,???,50.36,120.7,S,S,15-01-1934,08:59:35,-0.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LVV,49.819,24.031,320,???,52.46,313.5,S,S,15-01-1934,09:00:09,5.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
HEL,60.1756,24.957,20,???,53.01,326.6,P,P,15-01-1934,08:52:44,2.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
HEL,60.1756,24.957,20,???,53.01,326.6,S,S,15-01-1934,09:00:07,-3.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BEO,44.8093,20.4714,129,???,55.02,307.4,P,P,15-01-1934,08:52:56,-0.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BEO,44.8093,20.4714,129,???,55.02,307.4,S,S,15-01-1934,09:00:38,-0.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
UPP,59.8576,17.6229,14,???,56.62,325.7,S,S,15-01-1934,09:00:54,-5.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
UPP,59.8576,17.6229,14,???,56.62,325.7,P,P,15-01-1934,08:53:06,-1.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
UPP,59.8576,17.6229,14,???,56.62,325.7,S,S,15-01-1934,09:00:54,-5.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
VIE,48.2483,16.3617,198,???,57.55,311.8,P,P,15-01-1934,08:53:14,-0.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
VIE,48.2483,16.3617,198,???,57.55,311.8,S,S,15-01-1934,09:01:14,2.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
ZAG*,45.8167,15.9833,155,???,58.07,309,S,S,15-01-1934,09:01:17,-1.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GRA,47.0767,15.4483,369,???,58.29,310.5,S,S,15-01-1934,09:01:26,4.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PRA,50.0703,14.4331,225,???,58.65,314.1,P,P,15-01-1934,08:53:20,-2.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LJU,46.0438,14.5274,396,???,59.05,309.4,P,P,15-01-1934,08:53:27,2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LJU,46.0438,14.5274,396,???,59.05,309.4,S,S,15-01-1934,09:01:30,-1.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TAN,-18.9169,47.5519,1375,???,59.22,223.9,P,P,15-01-1934,08:53:24,-2.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TAN,-18.9169,47.5519,1375,???,59.22,223.9,S,S,15-01-1934,09:01:36,1.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
COP,55.6853,12.4325,13,???,59.42,320.7,P,P,15-01-1934,08:53:28,0.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
COP,55.6853,12.4325,13,???,59.42,320.7,S,S,15-01-1934,09:01:35,-0.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TRS,45.6428,13.7539,8,???,59.64,309,S,S,15-01-1934,09:01:34,-4.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LEI,51.335,12.3917,113,???,59.81,315.7,P,P,15-01-1934,08:53:29,-1.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LEI,51.335,12.3917,113,???,59.81,315.7,S,S,15-01-1934,09:01:38,-2.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
CHE,50.0794,12.3761,430,???,59.96,314.3,P,P,15-01-1934,08:53:32,0.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
CHE,50.0794,12.3761,430,???,59.96,314.3,S,S,15-01-1934,09:01:43,0,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JEN,50.9519,11.5833,193,???,60.36,315.3,S,S,15-01-1934,09:01:44,-4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JEN,50.9519,11.5833,193,???,60.36,315.3,P,P,15-01-1934,08:53:34,0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JEN,50.9519,11.5833,193,???,60.36,315.3,S,S,15-01-1934,09:01:46,-2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JEN,50.9519,11.5833,193,???,60.36,315.3,P,P,15-01-1934,08:53:34,0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JEN,50.9519,11.5833,193,???,60.36,315.3,S,S,15-01-1934,09:01:42,-6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
VEN,45.4333,12.3333,1,???,60.66,309,P,P,15-01-1934,08:53:36,0,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
VEN,45.4333,12.3333,1,???,60.66,309,S,S,15-01-1934,09:01:52,0,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
HAM,53.4651,9.9248,30,???,61.07,318.3,P,P,15-01-1934,08:53:39,0.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
HAM,53.4651,9.9248,30,???,61.07,318.3,S,S,15-01-1934,09:02:02,5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??Z,61.29,316.2,P,P,15-01-1934,08:53:36,-4.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??Z,61.29,316.2,pP,P,15-01-1934,08:53:42,-3.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??Z,61.29,316.2,pP,P,15-01-1934,08:53:42,-3.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??N,61.29,316.2,S,S,15-01-1934,09:01:51,-8.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??N,61.29,316.2,S,S,15-01-1934,09:02:04,4.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??N,61.29,316.2,S,S,15-01-1934,09:02:04,4.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,??N,61.29,316.2,SS,SR1,15-01-1934,09:06:04,4.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,???,61.29,316.2,P,P,15-01-1934,08:53:36,-4.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GTT,51.5464,9.9642,272,???,61.29,316.2,S,S,15-01-1934,09:01:51,-8.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FIR,43.7739,11.255,46,???,61.71,307.3,P,P,15-01-1934,08:53:46,2.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FIR,43.7739,11.255,46,???,61.71,307.3,S,S,15-01-1934,09:02:03,-2.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PTF,43.9594,11.0697,550,???,61.81,307.5,P,P,15-01-1934,08:53:48,4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PTF,43.9594,11.0697,550,???,61.81,307.5,S,S,15-01-1934,09:02:03,-3.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PCN,45.0353,9.7247,55,???,62.58,308.9,S,S,15-01-1934,09:02:18,1.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KRL,49.0108,8.4122,114,???,62.68,313.5,P,P,15-01-1934,08:53:49,-0.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KRL,49.0108,8.4122,114,???,62.68,313.5,S,S,15-01-1934,09:02:17,-0.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BER,60.3838,5.3339,50,???,62.76,326.5,P,P,15-01-1934,08:53:52,2.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BER,60.3838,5.3339,50,???,62.76,326.5,PnS,PS,15-01-1934,09:02:27,-6.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
ZUR,47.3692,8.5809,615,???,62.87,311.7,S,S,15-01-1934,09:02:20,-0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FEL,47.8758,8.0127,1330,???,63.15,312.3,S,S,15-01-1934,09:02:18,-5.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BAS,47.54,7.5817,309,???,63.5,312,P,P,15-01-1934,08:53:55,-0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BAS,47.54,7.5817,309,???,63.5,312,S,S,15-01-1934,09:02:29,1.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
DBN,52.1017,5.1767,3,???,64.13,317.3,P,P,15-01-1934,08:54:03,3.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
DBN,52.1017,5.1767,3,???,64.13,317.3,S,S,15-01-1934,09:02:35,-0.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TUN,36.8,10.1333,0,???,64.14,299.9,P,P,15-01-1934,08:54:00,0.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PER,-31.9527,115.839,55,???,64.81,152.7,P,P,15-01-1934,08:54:07,3.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PER,-31.9527,115.839,55,???,64.81,152.7,S,S,15-01-1934,09:02:43,-1.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
UCC,50.7983,4.3594,105,???,64.9,316,S,S,15-01-1934,09:02:43,-2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PAR,48.8094,2.4936,47,???,66.53,314.2,P,P,15-01-1934,08:54:12,-2.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PAR,48.8094,2.4936,47,???,66.53,314.2,S,S,15-01-1934,09:03:00,-5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PDD,45.7667,2.9667,1450,???,67,310.9,P,P,15-01-1934,08:54:17,-1.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PDD,45.7667,2.9667,1450,???,67,310.9,S,S,15-01-1934,09:03:19,7.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
DUR,54.7684,-1.585,103,???,67.48,321.2,P,P,15-01-1934,08:54:25,4.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
DUR,54.7684,-1.585,103,???,67.48,321.2,S,S,15-01-1934,09:03:16,-0.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KEW,51.4683,-0.3131,5,??Z,67.6,317.5,P,P,15-01-1934,08:54:20,-1.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KEW,51.4683,-0.3131,5,??Z,67.6,317.5,pP,P,15-01-1934,08:54:25,-1.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KEW,51.4683,-0.3131,5,??N,67.6,317.5,S,S,15-01-1934,09:03:16,-1.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KEW,51.4683,-0.3131,5,???,67.6,317.5,P,P,15-01-1934,08:54:20,-1.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
KEW,51.4683,-0.3131,5,???,67.6,317.5,S,S,15-01-1934,09:03:17,-0.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
EDI,55.9233,-3.1875,125,???,68.05,322.6,S,S,15-01-1934,09:03:27,3.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
OXD,51.7667,-1.25,61,???,68.08,318,P,P,15-01-1934,08:54:27,2.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
OXD,51.7667,-1.25,61,???,68.08,318,S,S,15-01-1934,09:03:17,-6.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BID,53.4,-3.0667,60,???,68.69,320,P,P,15-01-1934,08:54:25,-3.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BID,53.4,-3.0667,60,???,68.69,320,S,S,15-01-1934,09:03:25,-5.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FBR,41.4164,2.125,405,???,68.82,306.6,P,P,15-01-1934,08:54:27,-2.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FBR,41.4164,2.125,405,???,68.82,306.6,S,S,15-01-1934,09:03:29,-3.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FBR,41.4164,2.125,405,???,68.82,306.6,S,S,15-01-1934,09:03:29,-3.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FBR,41.4164,2.125,405,???,68.82,306.6,P,P,15-01-1934,08:54:27,-2.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FBR,41.4164,2.125,405,???,68.82,306.6,S,S,15-01-1934,09:03:29,-3.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
BDB,43.065,0.1483,561,???,69.72,308.8,P,P,15-01-1934,08:54:40,5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SCO,70.4833,-21.95,69,???,70.84,340.3,S,S,15-01-1934,09:04:01,5.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
ALI,38.3553,-0.4873,35,???,71.71,304.2,P,P,15-01-1934,08:54:51,3.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
ALI,38.3553,-0.4873,35,???,71.71,304.2,S,S,15-01-1934,09:04:07,0.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
REY,64.1278,-21.905,44,???,73.75,334.3,S,S,15-01-1934,09:04:38,9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TOL,39.8814,-4.0486,480,???,73.76,306.7,S,S,15-01-1934,09:04:30,-0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
CRT,37.19,-3.5956,774,???,74.43,304,SKiKP,S,15-01-1934,09:04:30,0.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
MAL,36.7275,-4.4111,60,???,75.21,303.8,P,P,15-01-1934,08:55:03,-4.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
MAL,36.7275,-4.4111,60,???,75.21,303.8,SKiKP,S,15-01-1934,09:04:38,7.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PTO,41.1386,-8.6022,88,???,76.48,309.3,S,S,15-01-1934,09:04:56,-4.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SFS,36.4656,-6.2055,21,???,76.64,304.2,P,P,15-01-1934,08:55:13,-2.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SFS,36.4656,-6.2055,21,???,76.64,304.2,S,S,15-01-1934,09:05:01,-1.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SFS,36.4656,-6.2055,21,???,76.64,304.2,P,P,15-01-1934,08:55:21,5.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JOH,-26.1817,28.075,1806,???,77.19,231.8,P,P,15-01-1934,08:55:18,-1.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
JOH,-26.1817,28.075,1806,???,77.19,231.8,S,S,15-01-1934,09:05:12,3.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
ADE,-34.9669,138.709,655,???,78.83,138.6,P,P,15-01-1934,08:55:31,3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
MEL,-37.8314,144.9733,28,???,84.49,137.4,P,P,15-01-1934,08:56:00,2.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
MEL,-37.8314,144.9733,28,???,84.49,137.4,S,S,15-01-1934,09:06:24,0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
MEL,-37.8314,144.9733,28,???,84.49,137.4,P,P,15-01-1934,08:56:00,2.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
IVI,61.2058,-48.1712,15,???,84.9,339.8,P,P,15-01-1934,08:56:04,4.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
RIV,-33.8294,151.158,25,???,85.98,131.1,P,P,15-01-1934,08:56:09,3.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
RIV,-33.8294,151.158,25,???,85.98,131.1,S,S,15-01-1934,09:06:32,-6.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SYD,-33.8667,151.2,43,???,86.03,131.1,P,P,15-01-1934,08:56:06,0.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SYD,-33.8667,151.2,43,???,86.03,131.1,S,S,15-01-1934,09:06:36,-3.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
CTO,-33.95,18.45,100,???,88.49,230.5,P,P,15-01-1934,08:56:21,3.5,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
SUV,-18.1489,178.457,6,???,99.61,105.4,Pdif,P,15-01-1934,08:57:00,-8.9,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
VIC,48.5194,-123.415,197,???,100.27,19.7,Pdif,P,15-01-1934,08:57:11,-0.3,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
CHR,-43.5311,172.6268,8,???,105.3,131.2,Pdif,P,15-01-1934,08:57:38,4.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
WEL,-41.284,174.7682,138,???,105.92,128.4,Pdif,P,15-01-1934,08:57:30,-6.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TNT,43.6667,-79.4,111,???,108.63,349.3,Pdif,P,15-01-1934,08:57:58,9.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
TIN,37.0542,-118.2301,1197,???,112.25,21.3,PS,PS,15-01-1934,09:12:28,9.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GEO,38.9,-77.0667,29,???,112.8,346.2,Pdif,P,15-01-1934,08:58:16,8.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
GEO,38.9,-77.0667,29,???,112.8,346.2,PKKPbc,PS,15-01-1934,09:12:43,-7.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
FLO,38.8017,-90.37,160,???,114.59,357.4,Pdif,P,15-01-1934,08:58:18,2.7,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PAS,34.1484,-118.1711,257,???,114.92,22.5,Pdif,P,15-01-1934,08:58:18,1.2,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
PAS,34.1484,-118.1711,257,???,114.92,22.5,PKKPab,PS,15-01-1934,09:12:57,5.8,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LPA,-34.9089,-57.9319,14,???,148.65,246.5,PKPdf,PKP,15-01-1934,09:03:10,1.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LPA,-34.9089,-57.9319,14,???,148.65,246.5,PP,PP,15-01-1934,09:06:48,5.4,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,MS,8.2
LPZ,-16.4953,-68.1327,3658,??Z,154.38,288.6,PKPdf,PKP,15-01-1934,09:03:20,1.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,,
LPZ,-16.4953,-68.1327,3658,???,154.38,288.6,PKPab,PKPab,15-01-1934,09:03:41,0.1,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,,
LPZ,-16.4953,-68.1327,3658,???,154.38,288.6,SKSdf,SKS,15-01-1934,09:10:28,2.6,TRUE,ISC,15-01-1934,08:43:26,26.8847,86.5885,15,ISC,MS,8.2,,
